asm0,con0,eng0,idm0,asm1,con1,eng1,idm1,asm2,con2,eng2,idm2,asm3,con3,eng3,idm3,divide
0.6789270771451829,4.395411458333334,1.1109711727746177,0.8880397500473521,0.6781463333165147,3.8270708333333334,1.1170240523448318,0.8753643952357816,0.6759309597951935,4.718475,1.1219964139239667,0.8753643952357816,0.6756285670800782,4.393561979166669,1.1236919678681994,0.8795533265040268,nine
0.648125645735677,4.633113541666669,1.2113278366762288,0.8807833847886964,0.6474387674403211,3.9921843750000026,1.2182691775290708,0.8639490538797473,0.644389407143284,5.106518750000002,1.2280342354771068,0.8639490538797473,0.6440516113867192,4.808192708333334,1.230220747882462,0.8672084383331917,nine
0.5848552632416452,5.947587499999998,1.4064473140134774,0.8530941669891806,0.5847098665440539,4.968125,1.4110148387824477,0.8337833080638509,0.5819314075176322,6.36524375,1.4181210931741515,0.8337833080638509,0.5820603321120881,5.886608333333334,1.4210997830759358,0.840036366670072,nine
0.6991527437407773,4.070322916666668,1.0457017139946436,0.895705748621269,0.6985439502631291,3.5532572916666654,1.051027569027128,0.884051214900621,0.6962610508661561,4.3929187500000015,1.056052615303849,0.884051214900621,0.6958516152105034,4.100258854166666,1.0573152571983202,0.8877597346250727,nine
0.6460156111138238,4.889811458333333,1.2105266353364625,0.8768721118357206,0.6455653154047305,4.236529166666666,1.2156468327038985,0.8622083126544218,0.6431181910077585,5.267848958333331,1.2213636819939175,0.8622083126544218,0.6433288145654291,4.855654166666669,1.2219074338545781,0.8674388130062658,nine
0.5674435231217447,6.130371875000003,1.4564377179367596,0.8474205337028753,0.5673315035096573,5.162233333333332,1.461631148995351,0.8276125789372033,0.5643304839184573,6.558665625000001,1.4706627505832885,0.8276125789372033,0.5645567446706812,6.121605729166667,1.4722704996387037,0.8334124488329412,nine
0.5528525464040799,6.368839583333335,1.510632475126779,0.8397636985259314,0.5527770396609158,5.395054166666666,1.5162853111647787,0.8196014462430438,0.5498567822658964,6.818816666666667,1.5249436303400736,0.8196014462430438,0.5502087614843756,6.343744791666667,1.5265552173407282,0.8260661939817188,nine
0.5466196361197916,6.458442708333335,1.5344130295344829,0.836289983741267,0.5464156435807297,5.501476041666664,1.5407892375520058,0.8157656080496328,0.5434310851245124,6.950614583333333,1.5492306623128922,0.8157656080496328,0.543819159954969,6.466708854166665,1.5509530042669704,0.8224924806766091,nine
0.6093616939773215,5.214065625000001,1.3411196829368754,0.8618418703804718,0.60858275562283,4.643951041666667,1.3497322542734798,0.8450306879684837,0.6058924947290042,5.792678124999999,1.3562354475557656,0.8450306879684837,0.6057472516720918,5.4136822916666665,1.3590801018339078,0.8495685554167524,nine
0.6241028586284725,5.171462500000003,1.270618501916427,0.8743524450486242,0.6239381266465933,4.153262499999999,1.2745493441316083,0.854527713415815,0.6209024307592776,5.504070833333332,1.2851865446423183,0.854527713415815,0.6202772282367621,5.218648437500001,1.2880756970889617,0.8580622103066637,nine
0.6598176681217448,4.674298958333332,1.1624133325690655,0.8851043357874204,0.659480316336263,3.8231604166666653,1.166498551461085,0.86862544036913,0.6568250531187605,4.985105208333332,1.1746465496433387,0.86862544036913,0.6562184203179245,4.690978124999999,1.1769182278871695,0.8724873917858164,nine
0.6483839978830296,4.8186302083333326,1.1967632231269358,0.8819072705099498,0.6480180943153212,3.9019531250000004,1.2016711932395265,0.8644404746130085,0.6452908001011829,5.107523958333333,1.2105766554954942,0.8644404746130085,0.6448053839952254,4.800353125000002,1.212316103305253,0.8684626783059338,nine
0.5821289191357419,6.077713541666667,1.37613952468373,0.8483486769331681,0.5815660642041016,5.764435416666665,1.3805184260109535,0.840276387026595,0.5796724966859269,6.3782781250000005,1.382996144011613,0.840276387026595,0.5813094258680556,5.843038541666667,1.3771970818211436,0.8478663669907842,nine
0.6671637418983286,4.6980781249999986,1.1162523933061175,0.8898517886820783,0.6672555118310547,3.8733552083333325,1.1159745612432341,0.8750026826694397,0.6645165841240774,4.9599552083333345,1.123134398533121,0.8750026826694397,0.6643037179079864,4.656128124999998,1.1236299886256025,0.879143276920578,nine
0.68179636238878,4.4116260416666675,1.0689970698684175,0.8964053802170179,0.6816354696088317,3.6352937500000007,1.0693622374313487,0.8821183077752041,0.6788623122241212,4.663794791666669,1.0775194365344742,0.8821183077752041,0.6783580920675999,4.442711979166668,1.0781208780330203,0.8850347390636452,nine
0.5557325849761279,6.639140624999999,1.4542265191243802,0.8377876626213249,0.555518090662435,6.221705208333337,1.4571632674807413,0.8290878366536096,0.5534768901066083,6.909197916666666,1.46012181794176,0.8290878366536096,0.5553853126584198,6.3536375000000005,1.4537470442091678,0.8368718447851203,nine
0.5191554201774091,7.248478125000002,1.5849084316732673,0.8197961553119445,0.5186959646289054,6.7921749999999985,1.5905165517656243,0.8092335653975283,0.5166286967049155,7.610354166666666,1.5934818372027801,0.8092335653975283,0.5189329875759549,6.924647916666668,1.5868997579213182,0.8190284340410243,nine
