,CP,CA,F,C,N,R,PRP,ASM,CON,E,ENG,IDM,DIV
197,0.003983441,263.9543826,0.768511329,16.35109272,1.019390701,948842.283,1.781280611,0.275118613,0.359625,0.979203543,1.983548362,0.879139547,5
198,0.004314925,249.8423756,0.746909978,16.82398196,0.985714318,859677.0729,1.786371428,0.343316976,0.3016,1.012586558,1.671660284,0.899381095,5
199,2.621,109720.1247,98198.2699,0.000127966,1.5,572624,2.0968,0.339280923,0.283245833,0,1.707292693,0.905943357,5
200,0.004659489,250.8443927,0.620898695,20.23840619,1.019797374,829650.1066,1.95494971,0.33741032,0.2408875,0.978715552,1.753160735,0.908560341,5
201,0.007102085,172.8310845,0.388871253,32.31403681,2.724361226,213720.5575,2.084294098,0.496387165,0.14005,0.365744733,1.30344931,0.944008009,6
202,0.341895692,13028.84485,1720.14237,0.007305209,2.363636364,329147.9231,2.037513514,0.378516907,0.177704167,0.346153846,1.551201022,0.932659235,6
203,0.007134934,207.4068295,0.278040961,45.19477977,0.400120814,2030281.785,2.451972055,0.356215847,0.202229167,2.496413085,1.640949131,0.922879631,6
204,4.437333333,171189.2706,214338.5612,5.86E-05,0.5,1511332,2.218666667,0.392357652,0.18265,0,1.550553496,0.936284921,6
205,0.006033617,203.8102485,0.399354121,31.46580777,2.567141122,308114.343,2.046631384,0.380487452,0.183695833,0.38839829,1.544785871,0.935356957,6
206,0.006913292,187.6493137,0.337759839,37.20394952,0.368856642,1894866.245,2.206136668,0.41860209,0.1859125,2.707869294,1.5065886,0.926524072,6
207,0.618285714,38832.61119,15995.13845,0.000785614,0.749999944,1144476.086,1.74877622,0.342555704,0.184075,1.019063715,1.650095246,0.925693577,6
208,1.007777778,60233.21316,29112.82168,0.000431631,0.8,952953.75,2.015555556,0.380369063,0.1798625,0.75,1.620049438,0.92725106,6
209,3.494666667,142876.454,95203.97127,0.00013199,0.39999996,2081862.711,2.118087917,0.346901651,0.220954167,1.085786547,1.698533572,0.915008106,6
210,0.7863,33941.03118,9598.373455,0.00130918,0.615384528,1227864.8,2.118087883,0.380983162,0.219345833,1.271446805,1.664598137,0.919436002,6
211,0.205795215,7440.200266,722.0694441,0.017402758,0.494117665,1344604.833,1.893227801,0.423551041,0.179433333,1.91733002,1.648694325,0.926096626,6
212,0.446281481,19098.31533,2808.303305,0.004474588,0.771428645,1051565.826,2.172881134,0.359974733,0.195675,1.130661509,1.651560426,0.922367251,6
213,0.431366667,25100.97747,3603.413151,0.003487249,0.6875,1117634.909,1.917185185,0.368512504,0.178570833,1.272727273,1.726734966,0.923490921,6
214,0.137429749,4737.956613,255.3427716,0.04921228,1.696787263,402807.7149,2.052946356,0.41601857,0.162033333,0.553767302,1.569774528,0.931725863,6
215,0.737028571,39086.90994,13479.74384,0.000932214,1.166666667,611846.5714,1.984307692,0.404818899,0.1729125,0.571428571,1.570069666,0.929938855,6
216,0.326388206,12552.56246,1866.372767,0.006732846,0.655172354,1000100.196,1.95691816,0.448821353,0.160566667,1.377451323,1.427528216,0.940247518,6
217,0.786469799,14258.60135,2440.009869,0.005149979,0.189189194,3523504.628,2.216284558,0.44003167,0.14575,4.810190835,1.431792418,0.938474166,6
218,0.665660377,28528.84132,7564.122247,0.001661263,1.666666667,449541.6,2.205,0.377518795,0.1548625,0.4,1.651972116,0.931420648,6
219,1.093714286,72151.7128,45077.64573,0.000278763,1,841062,1.914,0.337448512,0.223766667,0.5,1.770085842,0.917641116,6
220,1.093714286,60705.05686,37926.21049,0.000331328,1,707630,1.914,0.396085324,0.198904167,0.5,1.672196857,0.921608055,6
221,1.007777778,64515.63587,31182.66657,0.00040298,0.8,1020706.25,2.015555556,0.355519178,0.178708333,0.75,1.659079781,0.927621945,6
222,0.00796684,157.5757111,0.375638579,33.45236807,0.328191491,1542383.072,2.097147564,0.548295602,0.120595833,3.042876652,1.189968628,0.954495249,6
223,1.093714286,64781.28523,40472.88293,0.000310479,1,755146,1.914,0.387536228,0.199679167,0.5,1.594173026,0.926896721,6
224,1.093714286,63954.38976,39956.27009,0.000314494,1,745507,1.914,0.398525487,0.192029167,0.5,1.54134749,0.930152926,6
225,0.008258553,149.3174301,0.372123543,33.76835525,0.336718396,1379401.913,2.054295649,0.579052592,0.1246625,2.965722272,1.103483464,0.955316061,6
226,1.093714286,70314.68203,43929.93878,0.000286046,1,819648,1.914,0.34201393,0.197908333,0.5,1.760521637,0.919476082,6
227,1.093714286,64484.46415,40287.44041,0.000311909,1,751686,1.914,0.387618958,0.189541667,0.5,1.592683381,0.928232683,6
228,0.008521873,205.6195234,0.198539834,63.29208475,0.441143846,1794552.97,2.903822364,0.361307704,0.251954167,2.26415399,1.713349327,0.909015254,6
229,1.093714286,59387.46296,37103.02794,0.000338679,1,692271,1.914,0.426547461,0.169425,0.5,1.46028515,0.938332235,6
230,0.740903226,46001.20426,19159.86845,0.00065585,1,804344,1.914,0.355091888,0.210516667,0.666666667,1.719142971,0.918652032,6
231,0.490861314,27027.55629,8696.119076,0.001445012,0.687500053,1138031.913,1.761167413,0.368706801,0.230166667,1.197415598,1.69267577,0.920801922,6
232,1.007777778,61826.75634,32244.05303,0.000389715,1.25,675487.2,2.015555556,0.349235053,0.198775,0.4,1.63924438,0.925832093,6
233,0.505439153,15326.76216,3128.606139,0.004016485,0.506666676,1121070.374,1.993825869,0.500938691,0.134666667,1.725421531,1.336724413,0.949848183,6
234,0.953090909,59961.75877,23404.96936,0.000536895,0.666666667,1228333.5,2.0968,0.354112658,0.197,1,1.676428755,0.921445627,6
235,0.008138563,186.9312464,0.244834693,51.32442566,0.380730926,1843989.949,2.546945187,0.413890729,0.213129167,2.62344941,1.576060166,0.923424352,6
236,1.007777778,58321.19062,30415.82116,0.00041314,1.25,637187.2,2.015555556,0.358162503,0.204825,0.4,1.726282166,0.921285406,6
237,1.093714286,61955.65155,38707.53448,0.00032464,1,722208,1.914,0.395324722,0.2045125,0.5,1.659141831,0.922704172,6
238,0.839166667,46554.86738,23262.17909,0.00054019,0.666666667,1126324.5,1.801376528,0.38532636,0.193675,1.052786363,1.606116115,0.920681048,6
239,1.093714286,62367.25487,38964.68859,0.000322497,1,727006,1.914,0.394734083,0.202525,0.5,1.67590353,0.925149627,6
240,0.844923077,25861.95533,11375.80543,0.001104625,1.2,364070,1.997090909,0.589698971,0.1354375,0.5,1.185268189,0.944000562,6
